ID,Site,Layer,Unit,Other Name,Raw Material,Cortex Percent,Artifact class,Cortex Origin,Complete,Platform?,Initiated,Termination,Flake Geometry,Platform Preparation,PlatformAbrasion,Platform Width,Platform Thickness,Flaking Stage,Maximum Length,Technological Length,Maximum Width,Technological Width,Thickness,Mass,Notes,Photo
a1,SBF,4A,J3,Lower Furnace ,Quartz,1-10%,flake,Cobble,Indeterminate,No,No bulb,Step,Rhombus,No prepared,No,N/A,N/A,Main,18.17mm,N/A,7.84mm,N/A,5.68mm,0.66g,,
a2,SBF,4A,J3,Lower Furnace ,Quartz,0%,flake,Cobble,Indeterminate,Yes,Bulb,Feather,Kite,Residual grooves on platform,No,4.36mm,1.92mm,Main,11.73mm,9.52mm,9.11mm,9.11mm,1.43mm,0.15g,,
a3,SBF,4A,J3,Lower Furnace ,Quartz,0%,flake,Cobble,Indeterminate,No,No bulb,Feather,Triangular,No prepared,Indeterminate,N/A,N/A,Main,14.36mm,N/A,13.18mm,N/A,5.93mm,0.75g,,
a4,SBF,4A,J3,Lower Furnace ,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,2.17mm,1.03mm,Main,9.94mm,8.52mm,6.33mm,5.41mm,1.86mm,0.08g,,
a5,SBF,4A,J3,Lower Furnace ,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Trapezoidal,Indeterminate,No,11.24mm,5.15mm,Main,10.39mm,10.27mm,8.91mm,8.6mm,4.62mm,0.46g,,
a6,SBF,4A,J3,Lower Furnace ,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,3.54mm,1.91mm,Main,9.25mm,9.25mm,11.10mm,7.98mm,1.88mm,0.17g,,
a7,SBF,4A,J3,Lower Furnace ,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Trapezoidal,No prepared,No,5.30mm,1.82mm,Main,13.59mm,12.02mm,9.03mm,8.17mm,2.13mm,0.31g,,
a8,SBF,4A,J3,Lower Furnace ,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,8.18mm,4.64mm,Main,13.79mm,13.07mm,7.85mm,7.66mm,5.85mm,0.71g,,
a9,SBF,4A,J3,Lower Furnace ,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,7.31mm,3.92mm,Main,9.47mm,8.84mm,12.42mm,11.50mm,3.78mm,0.46g,,
a10,SBF,4A,J3,Lower Furnace ,Quartz,61-90%,flake,Cobble,Complete,Yes,Bulb,Feather,Circular,No prepared,Yes,12.68mm,7.73mm,Main,20.92mm,19.30mm,16.50mm,14.54mm,8.36mm,2.67g,,
a11,SBF,4A,J3,Lower Furnace,Quartz,0%,blade,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,22.53mm,6.12mm,Main,9.85mm,9.88mm,27.24mm,23.80mm,5.77mm,1.53g,,
a12,SBF,4A,J3,Lower Furnace,Quartzite,0%,flake,Cobble,Indeterminate,Yes,Bulb,Step,Triangular,Indeterminate,No,7.62mm,3.56mm,Main,10.88mm,N/A,9.25mm,N/A,4.26mm,0.51g,,
a13,SBF,4A,J3,Lower Furnace,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,10.80mm,3.25mm,Main,13.94mm,13.53mm,10.80mm,10.89mm,4.52mm,0.72g,,
a14,SBF,4A,J3,Lower Furnace,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Ovular,Residual grooves on platform,No,9.32mm,2.86mm,Main,5.56mm,5.82mm,9.20mm,8.01mm,3.12mm,0.23g,,
a15,SBF,4A,J3,Lower Furnace,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,4.94mm,1.11mm,Main,14.61mm,12.95mm,21.70mm,21.42mm,5.17mm,1.73g,,
a16,SBF,4A,J3,Lower Furnace,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Full grooves through platform,No,9.84mm,4.63mm,Main,16.83mm,16.40mm,12.13mm,12.10mm,3.84mm,1.03g,,
a17,SBF,4A,J3,Lower Furnace,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Full grooves through platform,No,9.49mm,2.31mm,Main,11.90mm,10.50mm,13.39mm,12.65mm,2.72mm,0.56g,,
a18,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,8.73mm,2.86mm,Main,11.08mm,10.94mm,9.12mm,7.69mm,2.47mm,0.30g,,
a19,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Circular,Residual grooves on platform,Yes,2.37mm,0.96mm,Main,13.82mm,13.35mm,10.95mm,10.95mm,1.72mm,0.29g,,
a20,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,5.12mm,2.02mm,Main,9.69mm,9.47mm,9.83mm,5.68mm,4.06mm,0.31g,,
a21,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,2.97mm,0.93mm,Main,20.43mm,19.95mm,14.32mm,10.66mm,4.47mm,0.97g,,
a22,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,No prepared,No,2.65mm,1.08mm,Main,9.51mm,9.49mm,6.42mm,6.21mm,1.93mm,0.16g,,
a23,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Circular,Residual grooves on platform,Yes,5.14mm,1.20mm,Main,12.85mm,12.22mm,10.32mm,10.19mm,3.40mm,0.45g,,
a24,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,3.15mm,1.09mm,Main,14.96mm,14.62mm,11.61mm,9.45mm,2.17mm,0.33g,,
a25,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,2.12mm,1.24mm,Main,10.80mm,10.09mm,7.20mm,5.93mm,2.63mm,0.18g,,
a26,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,8.17mm,3.13mm,Main,11.65mm,10.58mm,8.20mm,7.49mm,3.13mm,0.30g,,
a27,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,7.59mm,2.14mm,Main,10.25mm,8.71mm,9.83mm,9.53mm,2.28mm,0.21g,,
a28,SBF,5A,J3,ORGANIC MANTIS III,Quartz,11-40%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,10.47mm,2.50mm,Main,8.08mm,7.71mm,13.01mm,12.84mm,2.67mm,0.29g,,
a29,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,8.51mm,3.84mm,Main,10.78mm,10.67mm,10.40mm,8.75mm,3.89mm,0.42g,,
a30,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Circular,Residual grooves on platform,No,2.26mm,1.37mm,Main,9.04mm,8.40mm,9.92mm,6.75mm,1.47mm,0.15g,,
a31,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Circular,Residual grooves on platform,No,9.50mm,2.78mm,Main,28.96mm,21.54mm,27.26mm,26.25mm,4.10mm,2.86g,,
a32,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,9.70mm,2.44mm,Main,20.13mm,19.95mm,13.04mm,10.84mm,3.31mm,0.76g,,
a33,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,13.13mm,4.79mm,Main,"16,68mm",15.77mm,13.39mm,12.14mm,6.74mm,1.31g,,
a34,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,No bulb,Feather,Circular,Residual grooves on platform,No,5.26mm,0.82mm,Main,11.56mm,10.65mm,12.38mm,11.16mm,2.61mm,0.44g,,
a35,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,9.92mm,3.66mm,Main,17.12mm,15.88mm,12.46mm,9.99mm,3.97mm,0.76g,,
a36,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,5.35mm,0.86mm,Main,8.36mm,7.76mm,11.18mm,9.22mm,1.20mm,0.16g,,
a37,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,5.30mm,2.25mm,Main,12.71mm,11.55mm,8.65mm,8.82mm,1.94mm,0.27g,,
a38,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,flake,Cobble,Complete,Yes,Bulb,Step,Rectangular,Residual grooves on platform,No,24.24mm,7.48mm,Main,23.81mm,21.59mm,32.55mm,31.58mm,8.08mm,8.35g,,
a39,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,No prepared,No,8.58mm,1.74mm,Main,9.92mm,9.91mm,8.57mm,7.94mm,1.06mm,0.15g,,N
a40,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,6.23mm,1.37mm,Main,9.40mm,9.19mm,6.69mm,6.59mm,1.58mm,0.14g,,Y
a41,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,6.83mm,2.12mm,Main,12.41mm,10.64mm,7.94mm,6.41mm,1.96mm,0.19g,,
a42,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Step,Rectangular,Residual grooves on platform,No,4.72mm,1.35mm,Main,14.74mm,14.09mm,8.40mm,8.10mm,2.58mm,0.47g,,N
a43,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,Yes,2.35mm,0.98mm,Main,11.36mm,10.87mm,7.74mm,7.55mm,2.41mm,0.19g,,N
a44,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,9.37mm,1.57mm,Main,13.65mm,10.32mm,11.32mm,8.85mm,2.29mm,0.36g,,
a45,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,Flake,Cobble,Complete,Yes,No bulb,Step,Rhombus,Residual grooves on platform,No,8.37mm,6.37mm,Main,14.83mm,14.65mm,9.56mm,9.40mm,5.67mm,0.90g,,
a46,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Step,Triangular,Residual grooves on platform,No,9.82mm,4.58mm,Main,8.92mm,8.74mm,10.93mm,7.70mm,3.40mm,0.33g,,
a47,SBF,5A,J3,ORGANIC MANTIS III,Quartz,11-40%,Flake,Cobble,Complete,Yes,No bulb,Feather,Rectangular,Residual grooves on platform,No,7.20mm,1.60mm,Main,11.56mm,10.84mm,7.58mm,6.39mm,3.35mm,0.37g,,
a48,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,Flake,Cobble,Complete,Yes,No bulb,Overshot,Triangular,Residual grooves on platform,No,8.74mm,2.56mm,Main,15.98mm,13.91mm,10.00mm,8.53mm,3.23mm,0.46g,,
a49,SBF,5A,J3,ORGANIC MANTIS III,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,Indeterminate,9.36mm,2.93mm,Main,7.94mm,7.64mm,9.36mm,7.31mm,2.87mm,0.25g,,
a50,SBF,5A,J3,ORGANIC MANTIS III,Quartz,41-60%,Flake,Cobble,Complete,Yes,No bulb,Feather,Rectangular,Residual grooves on platform,Indeterminate,3.28mm,1.39mm,Main,6.52mm,6.46mm,11.23mm,10.68mm,5.39mm,0.76g,,
a51,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,Indeterminate,4.84mm,1.37mm,Main,10.97mm,8.34mm,8.86mm,6.75mm,2.08mm,0.21g,,
a52,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Trapezoidal,Residual grooves on platform,Yes,8.21mm,4.16mm,Main,8.82mm,8.47mm,8.83mm,8.08mm,3.05mm,0.27g,,
a53,SBF,5A,J3,ORGANIC MANTIS III,Quartz,41-60%,Flake,Cobble,Complete,Yes,No bulb,Step,Rectangular,Residual grooves on platform,Yes,7.41mm,1.55mm,Main,10.11mm,9.06mm,21.16mm,19.41mm,3.50mm,1.38g,,
a54,SBF,5A,J3,ORGANIC MANTIS III,Quartz,0%,Flake,Cobble,Complete,Yes,No bulb,Step,Triangular,Residual grooves on platform,Yes,27.21mm,14.36mm,Main,31.86mm,27.69mm,27.22mm,23.26mm,13.83mm,10.26g,,
a55,SBF,4A,J3,BELOW ROCKFALL(rear),Silcrete,0%,Flake,Cobble,Complete,Yes,No bulb,Feather,Triangular,Residual grooves on platform,Yes,11.39mm,5.09mm,Main,37.20mm,36.75mm,13.00mm,11.89mm,6.37mm,3.47g,,
a56,SBF,4A,J3,BELOW ROCKFALL(rear),Quartz,0%,Flake,Cobble,Complete,Yes,No bulb,Feather,Triangular,Residual grooves on platform,No,4.97mm,4.18mm,Main,19.26mm,17.23mm,12.17mm,9.23mm,4.63mm,0.76g,,
a57,SBF,4A,J3,BELOW ROCKFALL(rear),Quartzite,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Ovular,Residual grooves on platform,No,4.36mm,2.23mm,Main,17.36mm,17.87mm,11.20mm,10.75mm,4.21mm,0.77g,,
a58,SBF,4A,J3,BELOW ROCKFALL(rear),Quartzite,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,22mm,7.72mm,Main,17.53mm,17.99mm,12.04mm,11.47mm,7.26mm,1.32g,,
a59,SBF,4A,J3,HAWK HEARTH 2,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Kite,Residual grooves on platform,No,7.81mm,2.91mm,Main,9.41mm,7.54mm,15.02mm,13.29mm,3.23mm,0.42g,,
a60,SBF,4A,J3,HAWK HEARTH 2,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,8.08mm,8.47mm,Main,14.31mm,12.96mm,13.12mm,7.99mm,4..64mm,0.22g,,
a61,SBF,4A,J3,HAWK HEARTH 2,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,3.95mm,0.97mm,Main,11.49mm,10.44mm,5.79mm,5.32mm,2.11mm,0.17g,,
a62,SBF,4A,J3,HAWK HEARTH 2,Quartz,1-10%,Flake,Cobble,Complete,Yes,No bulb,Feather,Rectangular,Residual grooves on platform,No,10.82mm,1.95mm,Min,11.91mm,10.80mm,10.85mm,9.69mm,2.76mm,0.46g,,
a63,SBF,4A,J3,HAWK HEARTH 2,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,7.69mm,5.22mm,Main,14.73mm,13.20mm,8.34mm,7.63mm,5.65mm,0.92g,,
a64,SBF,4A,J3,HAWK HEARTH 2,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,6.98mm,3.91mm,Main,18.92mm,17.20mm,11.89mm,11.87mm,5.25mm,1.14g,,
a65,SBF,4A,J3,HAWK HEARTH 2,Quartz,0%,Flake,Cobble,Complete,Yes,No bulb,Feather,Rectangular,Residual grooves on platform,Indeterminate,11.84mm,3.79mm,Main,7.68mm,5.93mm,12.88mm,11.61mm,11.16mm,0.30g,,
a66,SBF,4A,J3,HAWK HEARTH 2,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,Yes,5.76mm,1.82mm,Main,13.04mm,13.00mm,7.95mm,6.71mm,3.74mm,0.35g,,
a67,SBF,4A,J3,HAWK HEARTH 2,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Circular,Residual grooves on platform,No,4.03mm,1.76mm,Main,8.36mm,7.74mm,8.58mm,8.07mm,2.28mm,0.15g,,
a68,SBF,4A,J4,SAV I,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,13.16mm,8.55mm,Main,24.91mm,23.94mm,13.97mm,12.13mm,8.64mm,2.67g,,
a69,SBF,4A,J4,SAV I,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Trapezoidal,Residual grooves on platform,Yes,7.27mm,2.43mm,Main,10.39mm,9.61mm,14.50mm,11.65mm,2.77mm,0.47g,,
a70,SBF,4A,J4,SAV I,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Kite,Residual grooves on platform,Yes,8.47mm,5.63mm,Main,14.33mm,13.72mm,8.47mm,8.58mm,4.26mm,0.59g,,
a71,SBF,4A,J4,SAV I,Quartz,1-10%,Flake,Cobble,Complete,Yes,No bulb,Feather,Trapezoidal,Residual grooves on platform,No,6.42mm,1.97mm,Main,13.35mm,11.43mm,11.02mm,10.90mm,3.43mm,0.54g,,
a72,SBF,4A,J4,SAV I,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Kite,Residual grooves on platform,No,7.41mm,2.06mm,Main,7.25mm,6.80mm,18.36mm,14.58mm,2.58mm,0.30g,,
a73,SBF,4A,J4,SAV I,Other,0%,Flake,Cobble,Complete,Yes,No bulb,Feather,Circular,Residual grooves on platform,Yes,9.82mm,2.86mm,Main,18.18mm,15.20mm,13.21mm,11.94mm,4.56mm,0.94g,,
a74,SBF,4A,J3,FURNACE 2 REAR,Quartz,41-60%,Flake,Cobble,Complete,Yes,Bulb,Feather,Kite,Residual grooves on platform,No,11.93mm,2.43mm,Main,20.41mm,17.45mm,13.02mm,10.46mm,4.00mm,1.05g,,
a75,SBF,4A,J3,FURNACE 2 REAR,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Overshot,Triangular,Residual grooves on platform,No,9.17mm,3.28mm,Main,11.26mm,10.97mm,10.30mm,8.99mm,3.64mm,0.60g,,
a76,SBF,4A,J3,FURNACE 2 REAR,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,9.39mm,3.75mm,Main,16.41mm,12.95mm,10.01mm,7.97mm,3.55mm,0.59g,,
a77,SBF,4A,J3,FURNACE 2 REAR,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,3.43mm,2.28mm,Main,17.78mm,17.41mm,14.50mm,13.05mm,5.90mm,1.35g,,
a78,SBF,4A,J3,FURNACE 2 REAR,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,13.71mm,3.67mm,Main,16.83mm,16.59mm,17.35mm,17.01mm,3.95mm,1.51g,,
a79,SBF,4A,J3,FURNACE 2 REAR,Quartz,11-40%,Flake,Cobble,Complete,Yes,Bulb,Feather,Kite,Residual grooves on platform,No,6.30mm,1.73mm,Main,11.35mm,10.70mm,9.66mm,9.19mm,2.82mm,0.46g,,
a80,SBF,4A,J3,FURNACE 2 REAR,Quartz,0%,Flake,Cobble,Complete,Yes,No bulb,Step,Rectangular,No prepared,No,5.30mm,4.32mm,Main,9.38mm,9.01mm,7.37mm,7.30mm,4.86mm,0.52g,,
a81,SBF,4A,J3,FURNACE 2 REAR,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,15.50mm,9.03mm,Main,21.82mm,20.22mm,17.44mm,16.22mm,7.92mm,2.40g,,
a82,SBF,4A,J3/J4,FURNACE SURFACE,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,2.20mm,0.91mm,Main,6.64mm,6.38mm,8.84mm,6.91mm,1.81mm,0.13g,,
a83,SBF,4A,J3/J4,FURNACE SURFACE,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rhombus,Residual grooves on platform,No,6.34mm,8.032mm,Main,13.14mm,10.44mm,7.54mm,7.37mm,6.84mm,0.67g,,
a84,SBF,4A,J3,SAV('burnt'),Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,5.62mm,3.18mm,Main,10.91mm,10.91mm,18.39mm,15.62mm,3.04mm,0.58g,,
a85,SBF,4A,J3,SOFT GREY,Quartz,0%,Flake,Cobble,Complete,Yes,No bulb,Feather,Rectangular,Residual grooves on platform,No,17.67mm,7.35mm,Main,20.78mm,20.64mm,21.47mm,20.23mm,5.91mm,2.92g,,
a86,SBF,4A,J3,SOFT GREY,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,6.69mm,5.21mm,Main,18.30mm,16.46mm,9.93mm,8.44mm,3.90mm,0.65g,,
a87,SBF,4A,J3,SOFT GREY,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,8.70mm,1.85mm,Main,10.20mm,9.37mm,9.34mm,9.34mm,2.38mm,0.27g,,
a88,SBF,4A,J3,SOFT GREY,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,9.91mm,4.37mm,Main,28.66mm,24.01mm,11.50mm,11.45mm,4.57mm,1.54g,,
a89,SBF,4A,J3,SOFT GREY,Quartz,61-90%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,18.07mm,5.68mm,Main,19.49mm,19.48mm,18.88mm,15.67mm,4.93mm,1.83g,,
a90,SBF,4A,J4,SAV II,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Trapezoidal,Full grooves through platform,No,15.59mm,4.79mm,Main,12.13mm,10.01mm,15.92mm,14.55mm,4.75mm,0.97g,,
a91,SBF,4A,J4,SAV II,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Trapezoidal,Residual grooves on platform,No,13.04mm,3.55mm,Main,13.57mm,13.57mm,18.41mm,15.84mm,2.46mm,1.06g,,
a92,SBF,4A,J4,SAV II,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,10.20mm,3.30mm,Main,18.18mm,16.56mm,11.29mm,10.85mm,6.68mm,1.67g,,
a93,SBF,4A,J4,SAV II,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Step,Circular,Residual grooves on platform,No,3.06mm,2.77mm,Main,12.49mm,11.53mm,11.70mm,9.94mm,5.09mm,0.75g,,
a94,SBF,4A,J4,SAV II,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Full grooves through platform,No,10.68mm,3.95mm,Main,13.98mm,12.88mm,10.70mm,10.01mm,4.38mm,0.82g,,
a95,SBF,4A,J4,SAV II,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Full grooves through platform,No,7.83mm,2.55mm,Main,9.25mm,7.30mm,9.12mm,8.33mm,2.51mm,0.16g,,
a96,SBF,4A,J4,SAV II,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,3.02mm,1.12mm,Main,11.45mm,10.78mm,9.73mm,8.16mm,2.40mm,0.25g,,
a97,SBF,4A,J4,SAV II,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Full grooves through platform,No,12.22mm,5.69mm,Main,25.02mm,23.21mm,14.63mm,12.85mm,5.94mm,2.09g,,
a98,SBF,4A,J3,LOWER FURNACE (SOMEPHINX),Quartzite,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,6.71mm,2.89mm,Main,18.25mm,17.96mm,30.01mm,29.70mm,7.02mm,3.59g,,
a99,SBF,4A,J3,LOWER FURNACE (SOMEPHINX),Silcrete,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,7.63mm,1.51mm,Main,11.87mm,11.26mm,8.74mm,7.18mm,0.83mm,0.13g,,
a100,SBF,4A,J3,LOWER FURNACE (SOMEPHINX),Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,6.61mm,3.11mm,Main,22.11mm,21.80mm,17.08mm,16.51mm,5.79mm,1.92g,,
a101,SBF,4A,J3,LOWER FURNACE (SOMEPHINX),Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,7.00mm,2.80mm,Main,20.50mm,19.33mm,12.83mm,12.70mm,5.54mm,1.33g,,
a102,SBF,4A,J3,LOWER FURNACE (SOMEPHINX),Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,9.13mm,3.70mm,Main,16.88mm,16.55mm,16.30mm,14.62mm,4.35mm,1.31g,,
a103,SBF,4A,J3,LOWER FURNACE (SOMEPHINX),Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,1.57mm,0.37mm,Main,20.12mm,18.55mm,7.44mm,7.44mm,2.58mm,0.38g,,
a104,SBF,4A,K3,HAWK HEARTH ,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Step,Rectangular,Residual grooves on platform,No,7.28mm,2.36mm,Main,8.28mm,7.64mm,9.92mm,9.81mm,2.40mm,0.27g,,
a105,SBF,4A,K3,HAWK HEARTH ,Quartz,0%,Flake,Cobble,Complete,Yes,Bulb,Step,Kite,Residual grooves on platform,No,5.03mm,2.08mm,Main,19.28mm,18.43mm,13.45mm,13.42mm,4.27mm,1.18g,,
a106,SBF,3B,K4,DINOSAUR,Quartzite,0%,Flake,Cobble,Complete,Yes,No bulb,Feather,Rectangular,Residual grooves on platform,No,8.93mm,1.95mm,Main,11.12mm,9.39mm,15.03mm,15.01mm,1.10mm,0.24g,,
a107,SBF,3B,K4,DINOSAUR,Quartzite,0%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,19.89mm,3.99mm,Main,10.95mm,10.27mm,20.58mm,19.28mm,3.79mm,0.71g,,
a108,SBF,3B,K4,DINOSAUR,Quartzite,11-40%,Flake,Cobble,Complete,Yes,Bulb,Overshot,Triangular,Residual grooves on platform,No,12.77mm,5.12mm,Main,24.92mm,24.92mm,13.10mm,9.03mm,2.60mm,1.18g,,
