ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO,
876,SBF,4b,I4,BWA UPPER 1.5,,Quartz,0%,,RetouchedTool,Fragment,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,4.37,1,3.13,5.47,5.64,,,,,,,,,,,,,,Flake,5.93,12.68,86.05,102.96,59.95,52.53,29.46,39.28,3.12,2.07,4.04,,,,,,,,,,,,,,,,,17.39,,15.73,,4.73,2.03,,Y,
877,SBF,4b,J3,BROWN STUFF,,Opaline/CCS,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.63,1,2.49,3.6,3.38,,,,,,,,,,,,,,Flake,8.01,16.54,59.46,75.69,46.74,39.3,37.36,35.45,1.81,2.1,1.32,,,,,,Main,,,,,,,,,,,27.09,27.09,26.76,26.1,5.62,5.98,,Y,
878,SBF,4b,I3,EASY 2,,Silcrete,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,5,34567,2.13,1,2.14,2.96,2,,,,,,,,,,,,,,Flake,4.48,33.57,59.79,58.38,80.79,27.86,26.2,35.07,2.17,2.96,1.95,,,,,,Main,,,,,,,,,,,25.02,25.02,20.04,17.1,3.9,2.33,,Y,
879,SBF,4b,I3,PIT ASH,,Quartz,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,3,345,5.62,1,9.54,6.15,6.12,,,,,,,,,,,,,,Flake,12.01,31.8,119.79,67.17,71.82,33.82,32.64,41.68,5.24,5.15,5.5,,,,,,Main,,,,,,,,,,,31.12,31.12,32.36,26.26,9.97,11.64,,N,
880,SBF,4b,I3,CHEEKY 1,,Quartz,0%,,RetouchedTool,Complete,,Side-EndScraper,InvasiveEdgeShaping,Dorsal,5,23456,6.7,1,6.1,10.08,7.81,,,,,,,,,,,,,,Flake,13.64,42.98,94.24,74.12,76.39,35.91,41.59,42,5.93,5.4,6.49,,,,,,Main,,,,,,,,,,,32.16,32.16,20.22,20.22,12.58,9.36,,Y,
881,SBF,4b,I3,BWA UPPER 2,,Quartz,0%,,RetouchedTool,Complete,,SideScraper,MarginalEdgeShaping,Dorsal,5,34678,2.55,1,2.44,3.24,4.18,,,,,,,,,,,,,,Flake,4.31,27.5,57.51,52.92,73.61,17.55,15.05,28.18,1.54,2.55,2.49,,,,,,Main,,,,,,,,,,,18.34,18.34,12.72,12.72,3.98,1.38,,Y,
882,SBF,4b,I3,BWA UPPER 2,,Quartz,0%,,RetouchedTool,Distal,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,2.73,1,3.37,3.05,2.52,,,,,,,,,,,,,,Flake,3.06,10.7,51.71,73.3,78.27,18.16,27.7,22.91,2.73,2.6,2.03,,,,,,,,,,,,,,,,,13.18,,11.95,,2.88,0.73,,Y,
883,SBF,4b,I4,TOP SHAMAN,,Silcrete,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,4,5678,3.07,1,2.65,2.34,1.9,,,,,,,,,,,,,,Flake,4.82,15.82,67.81,74.78,87.27,44.45,28.97,22.62,3.07,1.9,1.38,,,,,,Main,,,,,,,,,,,11.1,11.1,12.95,12.95,3.69,0.78,,Y,
884,SBF,4b,J3,BWA GREY STUFF (SLUMP),,Quartz,0%,,RetouchedTool,Complete,,SideScraper,MarginalEdgeShaping,Both,8,12345678,1.8,1,3.9,3.21,3.15,,,,,,,,,,,,,,Flake,5.01,21.08,82.76,82.78,71.56,67.45,43.03,36.75,1.8,1.13,1.79,,,,,,Main,,,,,,,,,,,14.72,14.72,9.29,9.29,4.49,0.68,Scraper on both dorsal and ventral sides. Evidence of recycling?,Y,
885,SBF,4b,I4,SHAMAN 2,,Quartz,0%,,RetouchedTool,Complete,,Side-EndScraper,InvasiveEdgeShaping,Dorsal,7,1345678,4.68,1,3.89,3.64,2.74,,,,,,,,,,,,,,Flake,5.74,27.97,48.42,88.26,49.76,29.45,48.27,33.11,3.7,2.22,4.68,,,,,,Main,,,,,,,,,,,14.91,11.89,15.68,13.28,3.66,1.2,"Retouch along entire margin, excluding the platform",Y,
886,SBF,4b,I4,SORCERER II,,Quartz,0%,,RetouchedTool,Distal,,EndScraper,InvasiveEdgeShaping,Dorsal,3,456,4.84,1,4.18,4.32,3.06,,,,,,,,,,,,,,Flake,3.75,20.91,78.69,75.38,74.05,50.6,35.84,27.37,4.05,4.84,2.97,,,,,,,,,,,,,,,,,15.42,,19.88,,3.49,1.69,,Y,
887,SBF,4b,I4,ORGANIC SHAMAN I/II,,Quartz,40-60%,Cobble,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,5,15678,3.57,1,4.76,3.28,2.53,,,,,,,,,,,,,,Flake,6.02,31.95,78.22,90,69.89,36.3,21.09,22.02,3.57,2.38,2.41,,,,,,Initial,,,,,,,,,,,20.16,20.16,18.64,18.64,5.16,2.75,,Y,
888,SBF,4b,I4,ORGANIC SHAMAN I/II,,Silcrete,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,2,56,5.23,1,3.53,5.5,3.45,,,,,,,,,,,,,,Flake,5.43,14.42,65.45,77.39,80.54,43.36,48.92,33.37,2.28,5.23,3.13,,,,,,Main,,,,,,,,,,,24.75,24.75,17.55,15.94,2.73,2.12,,Y,
889,SBF,3b,K4,ORACLE,,Quartz,0%,,RetouchedTool,Distal,,Side-EndScraper,MarginalEdgeShaping,Dorsal,5,34567,3.05,1,1.76,3.52,2.91,,,,,,,,,,,,,,Flake,4.08,22.95,83.66,63.43,90,43.83,40.42,68.2,3.05,2.53,2.55,,,,,,,,,,,,,,,,,11.24,,15.8,,3.61,1.07,,Y,
890,SBF,3b,K4,IGUANA,,Quartz,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,5,23456,0.93,1,0.94,1.29,2.15,,,,,,,,,,,,,,Flake,2.99,15.06,68.72,90,77.79,57.95,73.74,70.89,0.68,0.55,0.93,,,,,,Main,,,,,,,,,,,9.71,9.71,8.06,8.06,2.42,0.32,,Y,
891,SBF,3b,K3,NIGHTMARE,,Quartz,0%,,RetouchedTool,Complete,,SideScraper,MarginalEdgeShaping,Dorsal,3,678,2.7,1,2.61,2.54,3.18,,,,,,,,,,,,,,Flake,3.99,15.71,87.4,61.27,62.98,36.52,31.33,26.78,1.76,1.34,2.7,,,,,,Main,,,,,,,,,,,15.46,15.46,13.31,13.31,3.54,1.08,,Y,
892,SBF,3b,J3,KESTREL 2,,Quartz,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,4,3456,3.35,1,1.39,2.95,2.98,,,,,,,,,,,,,,Flake,4.86,23.28,89.31,81.11,81.25,32.33,34.07,38.88,1.55,2.29,3.35,,,,,,Main,,,,,,,,,,,14.57,14.57,16.83,16.83,4.52,1.62,,Y,
893,SBF,3b,J4,SAV I (FRESH),,Quartz,0%,,RetouchedTool,Fragment,,Side-EndScraper,InvasiveEdgeShaping,Dorsal,8,12345678,4.84,1,5.55,3.43,4.13,,,,,,,,,,,,,,Flake,6.2,17.19,65.79,70.87,81.18,55.04,77.89,73.73,4.84,1.86,3.1,,,,,,,,,,,,,,,,,9.05,,8.51,,4.98,0.55,,Y,
894,SBF,3b,J3,BAS (FRESH),,Quartz,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,4,4567,2.47,1,2.7,3.54,2.27,,,,,,,,,,,,,,Flake,3.97,14.07,65.2,82.02,69.72,43.45,45.76,45.51,2.47,2.16,1.7,,,,,,Main,,,,,,,,,,,12.15,12.15,13.99,12.94,3.01,0.93,,Y,
895,SBF,3b,K5,GECKO,,Silcrete,0%,,RetouchedTool,Distal,,Side-EndScraper,MarginalEdgeShaping,Dorsal,4,3456,2.54,1,2,2.32,1.56,,,,,,,,,,,,,,Flake,3.6,12.02,56.72,76.96,63.43,48.37,41.74,27.85,2.54,1.61,1.42,,,,,,,,,,,,,,,,,11.22,,14.04,,3.14,0.58,,Y,
896,SBF,3b,I4,SAV I,,Quartz,0%,,RetouchedTool,Distal,,Side-EndScraper,MarginalEdgeShaping,Dorsal,4,3456,3.5,1,1.47,3.05,2.29,,,,,,,,,,,,,,Flake,3.15,20.48,48.01,69.44,56.93,38.64,32.91,45.22,1.51,3.5,2.41,,,,,,,,,,,,,,,,,12.78,,11.68,,2.22,0.51,,Y,
897,SBF,3b,I4,VRAH II,,Quartz,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Both,8,12345678,6.01,1,5.98,6.73,2.9,,,,,,,,,,,,,,Flake,9.11,45.34,67.63,87.27,66.32,58.27,71.2,52.24,6.01,5.58,4.81,,,,,,Main,,,,,,,,,,,17.04,17.04,17.88,17.88,7.76,2.85,,Y,
898,SBF,3b,J3,KESTREL 2,,Quartz,0%,,RetouchedTool,Proximal,,SideScraper,MarginalEdgeShaping,Dorsal,4,1678,4.65,1,4.34,3.3,4.37,,,,,,,,,,,,,,Blade,4.42,14.22,60.4,75.96,63.43,35.22,46.95,53.4,0.93,4.65,2.81,,,,,,,,,,,,,,,,,17.29,,9.71,,3.03,0.78,,Y,
899,SBF,3b,K4,BLIND WORM,,Quartz,0%,,RetouchedTool,Complete,,SideScraper,MarginalEdgeShaping,Dorsal,4,1678,2.62,1,2.11,1.46,1.31,,,,,,,,,,,,,,Blade,2.41,11.05,72.9,43.22,90,33.01,34.93,19.57,2.14,2.62,1.87,,,,,,Main,,,,,,,,,,,11.97,11.97,6.1,6.1,1.91,0.19,,Y,
900,SBF,3b,K3,FIRE PIT,,Quartz,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,3,456,2.04,1,2.85,2.04,2.26,,,,,,,,,,,,,,Flake,2.69,10.68,78.69,74.74,45.54,58.15,56.31,39.2,1.63,1.82,2.04,,,,,,Main,,,,,,,,,,,13.42,7.24,8.14,8.14,2.56,0.36,,Y,
901,SBF,3b,K5,HARD PHOENIX,,Quartz,0%,,RetouchedTool,Complete,,Side-EndScraper,InvasiveEdgeShaping,Dorsal,6,345678,6.03,1,4.52,4.79,4.5,,,,,,,,,,,,,,Flake,6.73,37.07,73.3,70.8,88.06,53.04,57.88,58.75,4.2,6.03,4.88,,,,,,Main,,,,,,,,,,,13.25,13.25,15.8,15.8,5.76,2,Noice retouch,Y,
902,SBF,3b,K4,GECKO,,Quartz,0%,,RetouchedTool,Fragment,,SideScraper,MarginalEdgeShaping,Dorsal,4,1678,4.93,1,5.25,6.85,7.42,,,,,,,,,,,,,,Flake,6.94,15.35,66.04,52.06,64.83,43.4,53.13,46.14,4.2,3.7,4.93,,,,,,,,,,,,,,,,,18.21,,9.81,,6.36,1.57,,Y,
903,SBF,3b,K5,STARLING 3,,Quartz,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Dorsal,8,12345678,4.97,1,5.34,3.37,4.14,,,,,,,,,,,,,,Flake,6.06,31.17,52.59,73.9,67.52,46.93,34.58,47.08,2.03,4.44,4.97,,,,,,Main,,,,,,,,,,,15.22,15.22,12.02,12.02,5.62,1,,Y,
904,SBF,2,K3,HAWK 5 (LOWER),,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,12.9,4.26,Main,,,,,,,,,,,8.97,8.97,17.88,17.88,2.75,0.46,,N,
905,SBF,2,K3,HAWK 5 (LOWER),,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,9.1,3.25,Main,,,,,,,,,,,10.18,10.18,12.56,9.51,1.48,0.26,,N,
906,SBF,2,K3,HAWK 5 (LOWER),,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,18.01,4.59,Main,,,,,,,,,,,19.77,19.77,37.07,37.07,4.28,3.17,,N,
907,SBF,2,K3,HAWK 5 (LOWER),,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,Yes,70.24,23.28,Main,,,,,,,,,,,29.5,24.96,72.14,56.4,15.94,39.85,,N,
908,SBF,2,K3,HAWK 5 (LOWER),,Quartz,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,9.73,,5.59,,2.84,0.22,,N,
909,SBF,2,K3,HAWK 5 (LOWER),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,ResidualFacetWithBulb,No,10.37,3.77,Main,,,,,,,,,,,8.23,8.23,13.84,12.23,3.18,0.46,,N,
910,SBF,2,K3,HAWK 5 (LOWER),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.82,3.83,Main,,,,,,,,,,,4.06,4.06,18.89,18.89,4.17,0.44,,N,
911,SBF,2,K3,HAWK 5 (LOWER),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,10.31,4.25,Main,,,,,,,,,,,9.81,9.81,11.06,11.06,4.09,0.53,,N,
912,SBF,2,K3,HAWK 5 (LOWER),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Step,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,6.6,2.55,Main,,,,,,,,,,,14.76,14.76,11.23,10.35,3.01,0.8,,N,
913,SBF,2,K3,HAWK 5 (LOWER),,Quartz,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,29.04,,9.02,,6.37,2.37,,N,
914,SBF,2,K3,HAWK 5 (LOWER),,Quartzite,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Bipolar,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12,,7.55,,2.41,0.29,,N,
915,SBF,2,K3,HAWK 5 (LOWER),,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,4.59,3.1,Main,,,,,,,,,,,15.84,15.84,21.9,17.29,4.25,1.51,,N,
916,SBF,2,K3,HAWK 5 (LOWER),,Quartz,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,CoreReducedPiece,Cubic,0%,3,2,0,2,8,8.65,11.17,11.17,7.3,7.3,3.27,0.39,,N,
917,SBF,2,K3,HAWK 5 (LOWER),,Quartz,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,Bladelet,Cubic,0%,3,3,1,3,5,11.9,18.69,18.69,14.11,12,6.67,2.08,,Y,
918,SBF,2,K4,PBD,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Overshot,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,17.65,6.98,Main,,,,,,,,,,,23.43,23.43,18.7,18.7,6.87,5.21,,N,
919,SBF,2,K4,PBD,,Quartzite,10-40%,Cobble,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Step,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,42.7,,24.53,,6.84,10.07,,N,
920,SBF,2,K4,PBD,,Quartz,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,11.63,,4.52,,2.8,0.11,,N,
921,SBF,2,K4,PBD,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Bipolar,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,12.94,5.35,Main,,,,,,,,,,,7.06,7.06,13.16,11.94,3.91,0.57,,N,
922,SBF,2,K4,PBD,,Quartz,1-10%,Cobble,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.98,7.76,,,,,,,,,,,,17.57,,15.13,,7.35,2.51,,N,
923,SBF,2,K4,PBD,,Silcrete,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,8.19,,8.65,,1.7,0.18,,N,
924,SBF,2,K4,PBD,,Silcrete,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,ResidualFacetWithBulb,No,3.24,4.68,Main,,,,,,,,,,,10.2,10.2,7.5,6.57,3.95,0.32,,N,
925,SBF,2,K4,PBD,,Quartzite,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Spherical,0%,4,4,2,2,4,21.2,24.68,20.04,17.49,17.49,12.64,6.73,,Y,
926,SBF,2,K4,SPARROW,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,5.71,2.76,Main,,,,,,,,,,,11.59,10.52,9.62,9.62,2.28,0.32,,N,
927,SBF,2,K4,SPARROW,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Axial,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,4.99,2.58,Main,,,,,,,,,,,13.92,13.92,11.59,11.59,5.24,0.81,,N,
928,SBF,2,K4,SPARROW,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,5.81,3.68,Main,,,,,,,,,,,17.12,17.12,11.02,11.02,3.01,0.79,,N,
929,SBF,2,K4,SPARROW,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,Yes,10.04,7.94,Main,,,,,,,,,,,14.84,14.84,13.29,12.08,6.48,1.37,,N,
930,SBF,2,K4,SPARROW,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,9.74,4.47,Main,,,,,,,,,,,13.69,13.69,13.51,10.78,3.13,0.72,,N,
931,SBF,2,K4,SPARROW,,Quartzite,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,3,3,1,3,6,31.17,53.07,53.07,36.95,30.32,16.38,41.61,,Y,
932,SBF,2,K4,HORNET,,Quartz,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RHOMBUS,,,,,,,,,,,,,,,,13.17,,16.44,,2.28,0.41,,N,
933,SBF,2,K4,HORNET,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.23,4.6,Main,,,,,,,,,,,10.1,8.07,12.03,10.39,2.98,0.36,,N,
934,SBF,2,K4,HORNET,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.02,3.98,Main,,,,,,,,,,,9.19,9.19,9.15,8.37,3.52,0.48,,N,
935,SBF,2,K4,HORNET,,Quartzite,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,Yes,9.67,4.33,Main,,,,,,,,,,,8.66,8.24,9.77,6.97,2.19,0.3,,N,
936,SBF,2,K4,HORNET,,Quartzite,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,11.16,,28.71,,6.15,2.6,,N,
937,SBF,2,K4,HORNET,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,5.59,3.07,Main,,,,,,,,,,,19.83,19.83,7.3,7.3,2.87,0.42,,Y,
938,SBF,2,K4,HORNET,,Other,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Both,6,234567,7.11,1,6.77,4.16,2.72,,,,,,,,,,,,,,Flake,,,,,,,,,,,,OVAL,,,,,Main,,,,,,,,,,,46.89,43.79,42.7,42.7,6.11,20.78,,Y,
939,SBF,2,K3,BLACK HAWK,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Bipolar,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,5.77,2.69,Main,,,,,,,,,,,17.37,17.37,10.94,10.94,5.68,1.47,,N,
940,SBF,2,K3,BLACK HAWK,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,4.65,2.61,Main,,,,,,,,,,,17.89,17.89,14.62,12.34,3.12,0.98,,N,
941,SBF,2,K3,BLACK HAWK,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,ResidualFacetWithBulb,Yes,32.64,13.91,Main,,,,,,,,,,,57.17,40.86,65.27,52.96,11.47,44.61,,N,
942,SBF,2,K3,BLACK HAWK,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12.7,,6.69,,2.9,0.28,,N,
943,SBF,2,K3,BLACK HAWK,,Silcrete,0%,,RetouchedTool,Complete,,SideScraper,MarginalEdgeShaping,Dorsal,4,1678,3.25,1,4.55,6.86,6.8,,,,,,,,,,,,,,Flake,6.84,21.4,83.88,66.89,81.16,59.84,62.56,58.87,3.25,2.77,1.95,,,,,,Main,,,,,,,,,,,22.28,22.28,16.59,15.86,4,2.62,,Y,
944,SBF,2,K3,BLACK HAWK,,Quartzite,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,10-40%,5,3,3,3,6,15.9,38.39,38.39,35,23.87,14.2,26.53,Minimal,N,
945,SBF,2,K3,BLACK HAWK,,Quartzite,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Spherical,0%,5,5,1,4,5,23.13,43.81,43.81,31.34,31.34,20.71,39.63,ReCAT from quartzite chunks,Y,
946,SBF,2,K3,BLACK HAWK,,Quartzite,10-40%,Cobble,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,1-10%,5,4,0,0,9,21.5,34.55,34.55,28.59,28.59,17.98,23.39,ReCAT from quartzite chunks,Y,
947,SBF,3a,I4,MATTED 1/2,,Quartz,0%,,RetouchedTool,Complete,,Side-EndScraper,MarginalEdgeShaping,Both,4,3456,3.95,1,1.25,2.78,4.39,,,,,,,,,,,,,,Flake,5.5,26.18,90,87.56,74.91,70.56,55.76,29.8,1.29,1,3.95,,,,,,Main,,,,,,,,,,,15.03,15.03,15.85,13.97,4.4,1.71,,Y,
948,SBF,3a,I4,ASH IN MATTED,,Quartz,0%,,RetouchedTool,Distal,,SideScraper,MarginalEdgeShaping,Dorsal,4,1678,2.96,1,2.02,1.48,1.95,,,,,,,,,,,,,,Flake,4.79,10.74,83.66,88.06,80.64,51.28,62.1,64.39,1.74,2.96,1.71,,,,,,,,,,,,,,,,,14.19,,8.59,,4.21,0.61,,Y,
949,SBF,3a,I4,ASH IN MATTED,,Quartz,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,4,4567,1.19,1,1.21,1.52,1.81,,,,,,,,,,,,,,Flake,2.28,8.91,49.4,52.62,82.18,36.87,50.91,49,0.67,1.19,1.1,,,,,,Main,,,,,,,,,,,7.76,6.76,9.09,9.09,1.95,0.17,,Y,
950,SBF,3a,I4,FINAL STUFF (BASIN),,Quartz,0%,,RetouchedTool,Complete,,EndScraper,MarginalEdgeShaping,Dorsal,4,4567,3.04,1,3.98,3.47,3.09,,,,,,,,,,,,,,Flake,4.45,10.29,89.69,78.12,86.46,54.09,48.14,47.89,2.87,3.04,1.35,,,,,,Main,,,,,,,,,,,9.4,9.4,10.96,10.96,4.05,0.55,,Y,
951,SBF,3a,I4,MATTED LAST STUFF (SECTION),,Quartz,0%,,RetouchedTool,Proximal,,SideScraper,MarginalEdgeShaping,Dorsal,3,678,3.76,1,5.1,4.53,3.98,,,,,,,,,,,,,,Flake,5.71,11.77,86.97,73.43,71.57,45.9,48.56,47.82,3.65,2.68,3.76,,,,,,,,,,,,,,,,,15.19,,11.9,,4.94,1.35,,Y,
